Namespace(activ='tanh', auto_augment=False, batch_size=100, bias=False, checkpoint_freq=0, conv_mode='mb1', cutout=0, dataset=['cifar10'], epochs=200, filters=163, gamma=0.5, history=5, iter=30, learning_rate=0.1, min_lr=0.0001, model='resthrifty', momentum=0.9, n_mini_batch=1, n_params=40000, name='pool2_40K', nesterov=True, optimizer='sgd', out_mode='pool', patience=7, pool=[10], resume=None, seed=525383, test_batch_size=100, topk=None, weight_decay=0.0005)
Parameters : 39636
Filters : 163
*******
Epoch : 1, lr : 0.1, epoch_time : 2.8542696555455525, train_loss : 1.8946313858032227, train_acc(top1) : 22.18400001525879, test_loss : 2.119288090515137, test_acc(top1) : 20.309999465942383, 
Epoch : 134, lr : 0.0001, epoch_time : 2.848969078063965, train_loss : 0.061992935836315155, train_acc(top1) : 96.62200164794922, test_loss : 0.3282837323188782, test_acc(top1) : 90.12999725341797, 
Epoch : 135, lr : 0.0001, epoch_time : 2.8490146438280743, train_loss : 0.09761231392621994, train_acc(top1) : 96.70999908447266, test_loss : 0.3322067760467529, test_acc(top1) : 90.2300033569336, 
Epoch : 136, lr : 0.0001, epoch_time : 2.83940011660258, train_loss : 0.060899969190359116, train_acc(top1) : 96.5999984741211, test_loss : 0.32951012754440306, test_acc(top1) : 90.16999816894531, 
Epoch : 137, lr : 0.0001, epoch_time : 2.852033813794454, train_loss : 0.14944855868816376, train_acc(top1) : 96.70800018310547, test_loss : 0.33149913549423216, test_acc(top1) : 90.30999755859375, 
Epoch : 138, lr : 0.0001, epoch_time : 2.855512547492981, train_loss : 0.1763632893562317, train_acc(top1) : 96.58999633789062, test_loss : 0.3307928526878357, test_acc(top1) : 90.16000366210938, 
Epoch : 139, lr : 0.0001, epoch_time : 2.850103461742401, train_loss : 0.1857127696275711, train_acc(top1) : 96.6500015258789, test_loss : 0.33215614738464355, test_acc(top1) : 90.12000274658203, 
Epoch : 140, lr : 0.0001, epoch_time : 2.8514057556788126, train_loss : 0.10081302374601364, train_acc(top1) : 96.54399871826172, test_loss : 0.33162888798713686, test_acc(top1) : 90.2300033569336, 
Epoch : 141, lr : 0.0001, epoch_time : 2.847328237692515, train_loss : 0.1476513147354126, train_acc(top1) : 96.6520004272461, test_loss : 0.32874760265350345, test_acc(top1) : 90.2699966430664, 
Epoch : 142, lr : 0.0001, epoch_time : 2.8549823641777037, train_loss : 0.10887391120195389, train_acc(top1) : 96.59400177001953, test_loss : 0.32963156986236575, test_acc(top1) : 90.27999877929688, 
Epoch : 143, lr : 0.0001, epoch_time : 2.848288830121358, train_loss : 0.08498017489910126, train_acc(top1) : 96.72000122070312, test_loss : 0.3302149677276611, test_acc(top1) : 90.1500015258789, 
Epoch : 144, lr : 0.0001, epoch_time : 2.8458120902379354, train_loss : 0.1623040735721588, train_acc(top1) : 96.54199981689453, test_loss : 0.33143868741989135, test_acc(top1) : 90.16000366210938, 
Epoch : 145, lr : 0.0001, epoch_time : 2.8487499435742696, train_loss : 0.09343435615301132, train_acc(top1) : 96.6520004272461, test_loss : 0.3330381366729736, test_acc(top1) : 90.06999969482422, 
Epoch : 146, lr : 0.0001, epoch_time : 2.8510684092839558, train_loss : 0.17570216953754425, train_acc(top1) : 96.61799621582031, test_loss : 0.3332913161277771, test_acc(top1) : 90.12000274658203, 
Epoch : 147, lr : 0.0001, epoch_time : 2.8491918524106343, train_loss : 0.031239060685038567, train_acc(top1) : 96.90799713134766, test_loss : 0.33413466386795043, test_acc(top1) : 90.05999755859375, 
Epoch : 148, lr : 0.0001, epoch_time : 2.8547797163327533, train_loss : 0.08114774525165558, train_acc(top1) : 96.55400085449219, test_loss : 0.3307179089546204, test_acc(top1) : 90.13999938964844, 
Epoch : 149, lr : 0.0001, epoch_time : 2.8508267442385358, train_loss : 0.06112096458673477, train_acc(top1) : 96.64399719238281, test_loss : 0.3306726666450501, test_acc(top1) : 90.11000061035156, 
Epoch : 150, lr : 0.0001, epoch_time : 2.846548545360565, train_loss : 0.10974055528640747, train_acc(top1) : 96.61000061035156, test_loss : 0.334644820022583, test_acc(top1) : 90.0199966430664, 
Epoch : 151, lr : 0.0001, epoch_time : 2.8441134730974835, train_loss : 0.07925193011760712, train_acc(top1) : 96.62799835205078, test_loss : 0.3349466723442078, test_acc(top1) : 90.02999877929688, 
Epoch : 152, lr : 0.0001, epoch_time : 2.8503162701924643, train_loss : 0.11740398406982422, train_acc(top1) : 96.53199768066406, test_loss : 0.3358149492263794, test_acc(top1) : 90.02999877929688, 
Epoch : 153, lr : 0.0001, epoch_time : 2.846819504102071, train_loss : 0.09535390883684158, train_acc(top1) : 96.76200103759766, test_loss : 0.33385363988876343, test_acc(top1) : 90.19000244140625, 
Epoch : 154, lr : 0.0001, epoch_time : 2.848312338193258, train_loss : 0.0594182014465332, train_acc(top1) : 96.64600372314453, test_loss : 0.3312183669090271, test_acc(top1) : 90.16999816894531, 
Epoch : 155, lr : 0.0001, epoch_time : 2.8550169110298156, train_loss : 0.04797866940498352, train_acc(top1) : 96.71600341796875, test_loss : 0.32999760513305665, test_acc(top1) : 90.12000274658203, 
Epoch : 156, lr : 0.0001, epoch_time : 2.847114086151123, train_loss : 0.11332249641418457, train_acc(top1) : 96.70800018310547, test_loss : 0.33309902687072757, test_acc(top1) : 89.95999908447266, 
Epoch : 157, lr : 0.0001, epoch_time : 2.8414673646291098, train_loss : 0.0943307876586914, train_acc(top1) : 96.81400299072266, test_loss : 0.33804591302871706, test_acc(top1) : 90.05000305175781, 
Epoch : 158, lr : 0.0001, epoch_time : 2.850307830174764, train_loss : 0.09296339005231857, train_acc(top1) : 96.70999908447266, test_loss : 0.3349980761528015, test_acc(top1) : 90.11000061035156, 
Epoch : 159, lr : 0.0001, epoch_time : 2.853291908899943, train_loss : 0.05894434079527855, train_acc(top1) : 96.80000305175781, test_loss : 0.3336174475669861, test_acc(top1) : 90.12999725341797, 
Epoch : 160, lr : 0.0001, epoch_time : 2.847016704082489, train_loss : 0.07534443587064743, train_acc(top1) : 96.63999938964844, test_loss : 0.33613777675628664, test_acc(top1) : 90.29000091552734, 
Epoch : 161, lr : 0.0001, epoch_time : 2.8396339138348896, train_loss : 0.09419688582420349, train_acc(top1) : 96.6520004272461, test_loss : 0.33514914827346803, test_acc(top1) : 90.05000305175781, 
Epoch : 162, lr : 0.0001, epoch_time : 2.851802424589793, train_loss : 0.08132518082857132, train_acc(top1) : 96.69999694824219, test_loss : 0.3343447700500488, test_acc(top1) : 90.16000366210938, 
Epoch : 163, lr : 0.0001, epoch_time : 2.8530893762906393, train_loss : 0.051590677350759506, train_acc(top1) : 96.76200103759766, test_loss : 0.3326203374385834, test_acc(top1) : 90.23999786376953, 
Epoch : 164, lr : 0.0001, epoch_time : 2.846758711338043, train_loss : 0.06854012608528137, train_acc(top1) : 96.6500015258789, test_loss : 0.33555448513031005, test_acc(top1) : 90.19000244140625, 
Epoch : 165, lr : 0.0001, epoch_time : 2.846658444404602, train_loss : 0.18597255647182465, train_acc(top1) : 96.73799896240234, test_loss : 0.33683180475234986, test_acc(top1) : 90.05999755859375, 
Epoch : 166, lr : 0.0001, epoch_time : 2.8465327342351276, train_loss : 0.12771686911582947, train_acc(top1) : 96.63800048828125, test_loss : 0.3362279781341553, test_acc(top1) : 90.05000305175781, 
Epoch : 167, lr : 0.0001, epoch_time : 2.846690062681834, train_loss : 0.06639640033245087, train_acc(top1) : 96.56400299072266, test_loss : 0.3373668173789978, test_acc(top1) : 90.12999725341797, 
Epoch : 168, lr : 0.0001, epoch_time : 2.8379426995913186, train_loss : 0.09188751876354218, train_acc(top1) : 96.66600036621094, test_loss : 0.3354961193084717, test_acc(top1) : 90.0199966430664, 
Epoch : 169, lr : 0.0001, epoch_time : 2.8462064703305563, train_loss : 0.08574990928173065, train_acc(top1) : 96.73200225830078, test_loss : 0.3398965829849243, test_acc(top1) : 89.88999938964844, 
Epoch : 170, lr : 0.0001, epoch_time : 2.850869373480479, train_loss : 0.09534812718629837, train_acc(top1) : 96.69599914550781, test_loss : 0.33651341304779053, test_acc(top1) : 90.12999725341797, 
Epoch : 171, lr : 0.0001, epoch_time : 2.851023828983307, train_loss : 0.1549227088689804, train_acc(top1) : 96.70999908447266, test_loss : 0.3354964204788208, test_acc(top1) : 90.11000061035156, 
Epoch : 172, lr : 0.0001, epoch_time : 2.855153449376424, train_loss : 0.12862981855869293, train_acc(top1) : 96.77799987792969, test_loss : 0.3372773707389832, test_acc(top1) : 90.11000061035156, 
Epoch : 173, lr : 0.0001, epoch_time : 2.8503700375556944, train_loss : 0.0791996568441391, train_acc(top1) : 96.64800262451172, test_loss : 0.3349891242980957, test_acc(top1) : 90.08000183105469, 
Epoch : 174, lr : 0.0001, epoch_time : 2.8476123134295146, train_loss : 0.06145605444908142, train_acc(top1) : 96.7020034790039, test_loss : 0.3366110155105591, test_acc(top1) : 90.12999725341797, 
Epoch : 175, lr : 0.0001, epoch_time : 2.83771591981252, train_loss : 0.08507318794727325, train_acc(top1) : 96.65599822998047, test_loss : 0.33393102140426634, test_acc(top1) : 90.1500015258789, 
Epoch : 176, lr : 0.0001, epoch_time : 2.843658725420634, train_loss : 0.054112758487463, train_acc(top1) : 96.7699966430664, test_loss : 0.3372642174720764, test_acc(top1) : 90.0199966430664, 
Epoch : 177, lr : 0.0001, epoch_time : 2.8493837555249533, train_loss : 0.08315298706293106, train_acc(top1) : 96.6520004272461, test_loss : 0.33377031512260436, test_acc(top1) : 90.1500015258789, 
Epoch : 178, lr : 0.0001, epoch_time : 2.8418362100919086, train_loss : 0.08407094329595566, train_acc(top1) : 96.67400360107422, test_loss : 0.3340464472770691, test_acc(top1) : 90.16999816894531, 
Epoch : 179, lr : 0.0001, epoch_time : 2.850643066565196, train_loss : 0.17743533849716187, train_acc(top1) : 96.66799926757812, test_loss : 0.33537470703125, test_acc(top1) : 90.12000274658203, 
Epoch : 180, lr : 0.0001, epoch_time : 2.8453497370084126, train_loss : 0.13821358978748322, train_acc(top1) : 96.74199676513672, test_loss : 0.3350648367881775, test_acc(top1) : 90.16999816894531, 
Epoch : 181, lr : 0.0001, epoch_time : 2.8468930959701537, train_loss : 0.060609906911849976, train_acc(top1) : 96.64800262451172, test_loss : 0.3351972436904907, test_acc(top1) : 90.13999938964844, 
Epoch : 182, lr : 0.0001, epoch_time : 2.8481446345647177, train_loss : 0.08247711509466171, train_acc(top1) : 96.6520004272461, test_loss : 0.3325793489456177, test_acc(top1) : 90.22000122070312, 
Epoch : 183, lr : 0.0001, epoch_time : 2.8482674519220987, train_loss : 0.034693703055381775, train_acc(top1) : 96.7959976196289, test_loss : 0.3337817391395569, test_acc(top1) : 90.05999755859375, 
Epoch : 184, lr : 0.0001, epoch_time : 2.8472606619199117, train_loss : 0.0674077570438385, train_acc(top1) : 96.69200134277344, test_loss : 0.33536085109710695, test_acc(top1) : 90.12999725341797, 
Epoch : 185, lr : 0.0001, epoch_time : 2.860225180784861, train_loss : 0.09224753081798553, train_acc(top1) : 96.74400329589844, test_loss : 0.33659423027038576, test_acc(top1) : 90.20999908447266, 
Epoch : 186, lr : 0.0001, epoch_time : 2.8397531429926555, train_loss : 0.0881107747554779, train_acc(top1) : 96.78600311279297, test_loss : 0.33824390087127687, test_acc(top1) : 90.19000244140625, 
Epoch : 187, lr : 0.0001, epoch_time : 2.8565085887908936, train_loss : 0.10281512141227722, train_acc(top1) : 96.91600036621094, test_loss : 0.3364165431499481, test_acc(top1) : 90.12000274658203, 
Epoch : 188, lr : 0.0001, epoch_time : 2.8508207837740582, train_loss : 0.05169307067990303, train_acc(top1) : 96.69999694824219, test_loss : 0.33513966178894045, test_acc(top1) : 90.12999725341797, 
Epoch : 189, lr : 0.0001, epoch_time : 2.852205236752828, train_loss : 0.09701456129550934, train_acc(top1) : 96.73200225830078, test_loss : 0.3369686065673828, test_acc(top1) : 90.11000061035156, 
Epoch : 190, lr : 0.0001, epoch_time : 2.848499822616577, train_loss : 0.10068637877702713, train_acc(top1) : 96.75, test_loss : 0.33916439752578736, test_acc(top1) : 90.05999755859375, 
Epoch : 191, lr : 0.0001, epoch_time : 2.848722239335378, train_loss : 0.10271821916103363, train_acc(top1) : 96.67400360107422, test_loss : 0.33514331226348876, test_acc(top1) : 90.22000122070312, 
Epoch : 192, lr : 0.0001, epoch_time : 2.848063675562541, train_loss : 0.05438501387834549, train_acc(top1) : 96.71199798583984, test_loss : 0.33693487982749937, test_acc(top1) : 90.08999633789062, 
Epoch : 193, lr : 0.0001, epoch_time : 2.849900722503662, train_loss : 0.10069218277931213, train_acc(top1) : 96.72200012207031, test_loss : 0.33642502870559693, test_acc(top1) : 90.13999938964844, 
Epoch : 194, lr : 0.0001, epoch_time : 2.8486878554026287, train_loss : 0.04860228672623634, train_acc(top1) : 96.76799774169922, test_loss : 0.33664296679496764, test_acc(top1) : 90.06999969482422, 
Epoch : 195, lr : 0.0001, epoch_time : 2.8526093562444053, train_loss : 0.11580703407526016, train_acc(top1) : 96.77799987792969, test_loss : 0.33518844690322874, test_acc(top1) : 90.12999725341797, 
Epoch : 196, lr : 0.0001, epoch_time : 2.856496977806091, train_loss : 0.10061788558959961, train_acc(top1) : 96.6719970703125, test_loss : 0.33804210228919984, test_acc(top1) : 90.13999938964844, 
Epoch : 197, lr : 0.0001, epoch_time : 2.853884756565094, train_loss : 0.12568743526935577, train_acc(top1) : 96.83999633789062, test_loss : 0.34033626766204833, test_acc(top1) : 90.08999633789062, 
Epoch : 198, lr : 0.0001, epoch_time : 2.849461070696513, train_loss : 0.08516821265220642, train_acc(top1) : 96.77400207519531, test_loss : 0.33605143337249754, test_acc(top1) : 90.11000061035156, 
Epoch : 199, lr : 0.0001, epoch_time : 2.852630933125814, train_loss : 0.10044539719820023, train_acc(top1) : 96.8280029296875, test_loss : 0.34072329454421996, test_acc(top1) : 89.95999908447266, 
Epoch : 200, lr : 0.0001, epoch_time : 2.8470324079195657, train_loss : 0.11968377977609634, train_acc(top1) : 96.7239990234375, test_loss : 0.3388386654853821, test_acc(top1) : 90.04000091552734, 
