Namespace(activ='tanh', auto_augment=False, batch_size=100, bias=False, checkpoint_freq=0, conv_mode='mb1', cutout=0, dataset=['cifar10'], epochs=200, filters=163, gamma=0.5, history=5, iter=30, learning_rate=0.1, min_lr=0.0001, model='resthrifty', momentum=0.9, n_mini_batch=1, n_params=40000, name='pool0_40K', nesterov=True, optimizer='sgd', out_mode='pool', patience=7, pool=[40], resume=None, seed=996675, test_batch_size=100, topk=None, weight_decay=0.0005)
Parameters : 39636
Filters : 163
*******
Epoch : 1, lr : 0.1, epoch_time : 5.988276298840841, train_loss : 2.219628095626831, train_acc(top1) : 16.945999145507812, test_loss : 2.284942202758789, test_acc(top1) : 16.979999542236328, 
Epoch : 136, lr : 0.0001953125, epoch_time : 6.091065200169881, train_loss : 0.04459786042571068, train_acc(top1) : 98.16999816894531, test_loss : 0.46546616067886354, test_acc(top1) : 87.48999786376953, 
Epoch : 137, lr : 0.0001953125, epoch_time : 6.015505290031433, train_loss : 0.039215706288814545, train_acc(top1) : 98.27799987792969, test_loss : 0.46804207000732423, test_acc(top1) : 87.55999755859375, 
Epoch : 138, lr : 0.0001953125, epoch_time : 6.018496894836426, train_loss : 0.07165368646383286, train_acc(top1) : 98.302001953125, test_loss : 0.4693178466796875, test_acc(top1) : 87.37999725341797, 
Epoch : 139, lr : 0.0001953125, epoch_time : 6.031671686967214, train_loss : 0.01944640651345253, train_acc(top1) : 98.24600219726562, test_loss : 0.4696547117233276, test_acc(top1) : 87.41999816894531, 
Epoch : 140, lr : 0.0001953125, epoch_time : 6.016590468088785, train_loss : 0.07085096836090088, train_acc(top1) : 98.197998046875, test_loss : 0.46642267780303953, test_acc(top1) : 87.62999725341797, 
Epoch : 141, lr : 0.0001953125, epoch_time : 6.071667897701263, train_loss : 0.04278663545846939, train_acc(top1) : 98.3280029296875, test_loss : 0.4711011203765869, test_acc(top1) : 87.43000030517578, 
Epoch : 142, lr : 0.0001, epoch_time : 6.039605613549551, train_loss : 0.07210107892751694, train_acc(top1) : 98.31999969482422, test_loss : 0.473326713180542, test_acc(top1) : 87.58999633789062, 
Epoch : 143, lr : 0.0001, epoch_time : 5.996324535210928, train_loss : 0.06625859439373016, train_acc(top1) : 98.3740005493164, test_loss : 0.4754946159362793, test_acc(top1) : 87.47000122070312, 
Epoch : 144, lr : 0.0001, epoch_time : 6.024617870648702, train_loss : 0.14534461498260498, train_acc(top1) : 98.4000015258789, test_loss : 0.4730707197189331, test_acc(top1) : 87.55000305175781, 
Epoch : 145, lr : 0.0001, epoch_time : 6.0424597779909766, train_loss : 0.07335959374904633, train_acc(top1) : 98.447998046875, test_loss : 0.47248285369873044, test_acc(top1) : 87.48999786376953, 
Epoch : 146, lr : 0.0001, epoch_time : 6.0384718378384905, train_loss : 0.05426178127527237, train_acc(top1) : 98.35600280761719, test_loss : 0.4715731874465942, test_acc(top1) : 87.66999816894531, 
Epoch : 147, lr : 0.0001, epoch_time : 6.034776663780212, train_loss : 0.06235892325639725, train_acc(top1) : 98.40799713134766, test_loss : 0.47451621265411376, test_acc(top1) : 87.5, 
Epoch : 148, lr : 0.0001, epoch_time : 6.045080459117889, train_loss : 0.03837547451257706, train_acc(top1) : 98.33399963378906, test_loss : 0.4744401613235474, test_acc(top1) : 87.48999786376953, 
Epoch : 149, lr : 0.0001, epoch_time : 6.068854288260142, train_loss : 0.053193360567092896, train_acc(top1) : 98.34200286865234, test_loss : 0.4749847222805023, test_acc(top1) : 87.54000091552734, 
Epoch : 150, lr : 0.0001, epoch_time : 6.044765110810598, train_loss : 0.0748913586139679, train_acc(top1) : 98.37999725341797, test_loss : 0.4758594398498535, test_acc(top1) : 87.47000122070312, 
Epoch : 151, lr : 0.0001, epoch_time : 6.048311010996501, train_loss : 0.06162659823894501, train_acc(top1) : 98.48999786376953, test_loss : 0.4785244020462036, test_acc(top1) : 87.37000274658203, 
Epoch : 152, lr : 0.0001, epoch_time : 6.024935750166575, train_loss : 0.07891988009214401, train_acc(top1) : 98.31800079345703, test_loss : 0.47381878547668455, test_acc(top1) : 87.44000244140625, 
Epoch : 153, lr : 0.0001, epoch_time : 6.014003717899323, train_loss : 0.033170029520988464, train_acc(top1) : 98.4000015258789, test_loss : 0.4770182693481445, test_acc(top1) : 87.48999786376953, 
Epoch : 154, lr : 0.0001, epoch_time : 6.040898191928863, train_loss : 0.0580773651599884, train_acc(top1) : 98.38200378417969, test_loss : 0.47975042629241943, test_acc(top1) : 87.38999938964844, 
Epoch : 155, lr : 0.0001, epoch_time : 6.01623774766922, train_loss : 0.032642289996147156, train_acc(top1) : 98.37999725341797, test_loss : 0.4775218803405762, test_acc(top1) : 87.41000366210938, 
Epoch : 156, lr : 0.0001, epoch_time : 6.03439576625824, train_loss : 0.06537771970033646, train_acc(top1) : 98.41600036621094, test_loss : 0.4785055938720703, test_acc(top1) : 87.41000366210938, 
Epoch : 157, lr : 0.0001, epoch_time : 6.036181775728862, train_loss : 0.10737455636262894, train_acc(top1) : 98.41799926757812, test_loss : 0.4758454696655273, test_acc(top1) : 87.47000122070312, 
Epoch : 158, lr : 0.0001, epoch_time : 6.0529144962628685, train_loss : 0.04713480919599533, train_acc(top1) : 98.33799743652344, test_loss : 0.4762846652984619, test_acc(top1) : 87.58000183105469, 
Epoch : 159, lr : 0.0001, epoch_time : 6.06554053624471, train_loss : 0.09417540580034256, train_acc(top1) : 98.21199798583984, test_loss : 0.47697714862823487, test_acc(top1) : 87.51000213623047, 
Epoch : 160, lr : 0.0001, epoch_time : 6.055492055416107, train_loss : 0.04019282013177872, train_acc(top1) : 98.4280014038086, test_loss : 0.48127202816009523, test_acc(top1) : 87.52999877929688, 
Epoch : 161, lr : 0.0001, epoch_time : 6.036477287610372, train_loss : 0.04119982570409775, train_acc(top1) : 98.41200256347656, test_loss : 0.47598960943222046, test_acc(top1) : 87.55000305175781, 
Epoch : 162, lr : 0.0001, epoch_time : 6.0312381426493324, train_loss : 0.08889200538396835, train_acc(top1) : 98.48200225830078, test_loss : 0.47880312519073487, test_acc(top1) : 87.54000091552734, 
Epoch : 163, lr : 0.0001, epoch_time : 6.031553848584493, train_loss : 0.05084509402513504, train_acc(top1) : 98.47200012207031, test_loss : 0.4798310384750366, test_acc(top1) : 87.55000305175781, 
Epoch : 164, lr : 0.0001, epoch_time : 6.049679255485534, train_loss : 0.10279396176338196, train_acc(top1) : 98.34200286865234, test_loss : 0.47977688398361207, test_acc(top1) : 87.58000183105469, 
Epoch : 165, lr : 0.0001, epoch_time : 6.048056300481161, train_loss : 0.04863886907696724, train_acc(top1) : 98.3740005493164, test_loss : 0.4815365463256836, test_acc(top1) : 87.56999969482422, 
Epoch : 166, lr : 0.0001, epoch_time : 6.0206165432929994, train_loss : 0.03725752979516983, train_acc(top1) : 98.42400360107422, test_loss : 0.4818777292251587, test_acc(top1) : 87.5199966430664, 
Epoch : 167, lr : 0.0001, epoch_time : 6.026795812447866, train_loss : 0.03173142299056053, train_acc(top1) : 98.39399719238281, test_loss : 0.48067611083984374, test_acc(top1) : 87.51000213623047, 
Epoch : 168, lr : 0.0001, epoch_time : 6.031706889470418, train_loss : 0.0715077668428421, train_acc(top1) : 98.44999694824219, test_loss : 0.4808634580612183, test_acc(top1) : 87.47000122070312, 
Epoch : 169, lr : 0.0001, epoch_time : 6.054528510570526, train_loss : 0.06086977943778038, train_acc(top1) : 98.5739974975586, test_loss : 0.4835081317901611, test_acc(top1) : 87.48999786376953, 
Epoch : 170, lr : 0.0001, epoch_time : 6.043924033641815, train_loss : 0.04450822249054909, train_acc(top1) : 98.41999816894531, test_loss : 0.48050737590789794, test_acc(top1) : 87.47000122070312, 
Epoch : 171, lr : 0.0001, epoch_time : 6.057672305901845, train_loss : 0.05135885626077652, train_acc(top1) : 98.5199966430664, test_loss : 0.47923691482543945, test_acc(top1) : 87.52999877929688, 
Epoch : 172, lr : 0.0001, epoch_time : 6.066930532455444, train_loss : 0.04761774092912674, train_acc(top1) : 98.36199951171875, test_loss : 0.4841293472290039, test_acc(top1) : 87.44000244140625, 
Epoch : 173, lr : 0.0001, epoch_time : 6.051969794432322, train_loss : 0.05355847254395485, train_acc(top1) : 98.4739990234375, test_loss : 0.4838363737106323, test_acc(top1) : 87.51000213623047, 
Epoch : 174, lr : 0.0001, epoch_time : 6.059791751702627, train_loss : 0.037038471549749374, train_acc(top1) : 98.49400329589844, test_loss : 0.4834559232711792, test_acc(top1) : 87.38999938964844, 
Epoch : 175, lr : 0.0001, epoch_time : 6.0392813920974735, train_loss : 0.07545451074838638, train_acc(top1) : 98.39399719238281, test_loss : 0.48665511894226077, test_acc(top1) : 87.41999816894531, 
Epoch : 176, lr : 0.0001, epoch_time : 6.061355117956797, train_loss : 0.04832381382584572, train_acc(top1) : 98.43399810791016, test_loss : 0.4878131178855896, test_acc(top1) : 87.38999938964844, 
Epoch : 177, lr : 0.0001, epoch_time : 6.073163712024689, train_loss : 0.04726031795144081, train_acc(top1) : 98.50399780273438, test_loss : 0.4865122365951538, test_acc(top1) : 87.33999633789062, 
Epoch : 178, lr : 0.0001, epoch_time : 6.049350909392039, train_loss : 0.09003931283950806, train_acc(top1) : 98.45600128173828, test_loss : 0.4846818021774292, test_acc(top1) : 87.52999877929688, 
Epoch : 179, lr : 0.0001, epoch_time : 6.027086738745371, train_loss : 0.06282664835453033, train_acc(top1) : 98.43599700927734, test_loss : 0.484559478187561, test_acc(top1) : 87.38999938964844, 
Epoch : 180, lr : 0.0001, epoch_time : 6.0646746277809145, train_loss : 0.034155555069446564, train_acc(top1) : 98.44400024414062, test_loss : 0.48583291263580325, test_acc(top1) : 87.30000305175781, 
Epoch : 181, lr : 0.0001, epoch_time : 6.054233304659525, train_loss : 0.027645248919725418, train_acc(top1) : 98.47599792480469, test_loss : 0.4855782873153687, test_acc(top1) : 87.38999938964844, 
Epoch : 182, lr : 0.0001, epoch_time : 6.063420128822327, train_loss : 0.045606084167957306, train_acc(top1) : 98.50199890136719, test_loss : 0.4857201008796692, test_acc(top1) : 87.41999816894531, 
Epoch : 183, lr : 0.0001, epoch_time : 6.0754994511604306, train_loss : 0.06540369242429733, train_acc(top1) : 98.43800354003906, test_loss : 0.48652155933380126, test_acc(top1) : 87.41999816894531, 
Epoch : 184, lr : 0.0001, epoch_time : 6.064389264583587, train_loss : 0.05298708751797676, train_acc(top1) : 98.5780029296875, test_loss : 0.4845977987289429, test_acc(top1) : 87.41000366210938, 
Epoch : 185, lr : 0.0001, epoch_time : 6.011463530858358, train_loss : 0.09422911703586578, train_acc(top1) : 98.48999786376953, test_loss : 0.48730603828430175, test_acc(top1) : 87.27999877929688, 
Epoch : 186, lr : 0.0001, epoch_time : 6.01664023399353, train_loss : 0.04294011741876602, train_acc(top1) : 98.50800323486328, test_loss : 0.4862885976791382, test_acc(top1) : 87.41999816894531, 
Epoch : 187, lr : 0.0001, epoch_time : 6.0307426373163855, train_loss : 0.06808966398239136, train_acc(top1) : 98.4000015258789, test_loss : 0.48850478649139406, test_acc(top1) : 87.43000030517578, 
Epoch : 188, lr : 0.0001, epoch_time : 6.023906679948171, train_loss : 0.055492792278528214, train_acc(top1) : 98.41799926757812, test_loss : 0.4879779616355896, test_acc(top1) : 87.36000061035156, 
Epoch : 189, lr : 0.0001, epoch_time : 6.034656902154286, train_loss : 0.02445315383374691, train_acc(top1) : 98.52400207519531, test_loss : 0.48901791162490843, test_acc(top1) : 87.38999938964844, 
Epoch : 190, lr : 0.0001, epoch_time : 6.01761626402537, train_loss : 0.09665233641862869, train_acc(top1) : 98.5199966430664, test_loss : 0.4894212824344635, test_acc(top1) : 87.26000213623047, 
Epoch : 191, lr : 0.0001, epoch_time : 6.0608955264091495, train_loss : 0.025434374809265137, train_acc(top1) : 98.51399993896484, test_loss : 0.49000721321105956, test_acc(top1) : 87.33999633789062, 
Epoch : 192, lr : 0.0001, epoch_time : 6.050931576887766, train_loss : 0.02048695646226406, train_acc(top1) : 98.54399871826172, test_loss : 0.48866026496887205, test_acc(top1) : 87.3499984741211, 
Epoch : 193, lr : 0.0001, epoch_time : 6.067780804634094, train_loss : 0.11168939620256424, train_acc(top1) : 98.4800033569336, test_loss : 0.4931083673477173, test_acc(top1) : 87.31999969482422, 
Epoch : 194, lr : 0.0001, epoch_time : 6.055603122711181, train_loss : 0.039635371416807175, train_acc(top1) : 98.38999938964844, test_loss : 0.4915830581665039, test_acc(top1) : 87.3499984741211, 
Epoch : 195, lr : 0.0001, epoch_time : 6.042487943172455, train_loss : 0.025052428245544434, train_acc(top1) : 98.49199676513672, test_loss : 0.489691817855835, test_acc(top1) : 87.30999755859375, 
Epoch : 196, lr : 0.0001, epoch_time : 6.075986071427663, train_loss : 0.06275469064712524, train_acc(top1) : 98.56199645996094, test_loss : 0.4914801490783691, test_acc(top1) : 87.25, 
Epoch : 197, lr : 0.0001, epoch_time : 6.059428207079569, train_loss : 0.03567144274711609, train_acc(top1) : 98.53800201416016, test_loss : 0.49238234367370604, test_acc(top1) : 87.30000305175781, 
Epoch : 198, lr : 0.0001, epoch_time : 6.057913402716319, train_loss : 0.018914608284831047, train_acc(top1) : 98.60600280761719, test_loss : 0.4930919858932495, test_acc(top1) : 87.4000015258789, 
Epoch : 199, lr : 0.0001, epoch_time : 6.04296452999115, train_loss : 0.027108024805784225, train_acc(top1) : 98.50599670410156, test_loss : 0.4930970495223999, test_acc(top1) : 87.37000274658203, 
Epoch : 200, lr : 0.0001, epoch_time : 6.038210888703664, train_loss : 0.07941404730081558, train_acc(top1) : 98.44599914550781, test_loss : 0.4913975952148438, test_acc(top1) : 87.25, 
